AÑO,TRIMESTRE,PROVEEDOR,COD DEPARTAMENTO,DEPARTAMENTO,COD MUNICIPIO,MUNICIPIO,CABECERA MUNICIPAL,COD CENTRO POBLADO,CENTRO POBLADO,COBERTURA 2G,COBERTURA 3G,"COBERTURA HSPA+, HSPA+DC",COBERTURA LTE,COBERTURA 5G,COBERTURA 4G
2022,2,AVANTEL S.A.S,25,CUNDINAMARCA,25245,EL COLEGIO,1,25245000,EL COLEGIO,1,1,1,0,0,1
2023,3,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19130,CAJIBÍO,0,19130022,URBANIZACIÓN LAS MARGARITAS,1,0,0,0,0,0
2021,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76001,CALI,0,76001003,GOLONDRINAS,1,1,1,0,0,1
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,50,META,50124,CABUYARO,1,50124001,CABUYARO,1,1,1,0,0,0
2023,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68081,BARRANCABERMEJA,0,68081001,EL CENTRO,1,1,1,0,0,1
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,13440,MARGARITA,0,13440010,SAN JOSÉ DE LOS TRAPICHES,1,0,0,0,0,0
2023,2,COLOMBIA MOVIL  S.A ESP,08,ATLÁNTICO,08634,SABANAGRANDE,1,08634000,SABANAGRANDE,0,1,1,0,0,1
2022,3,PARTNERS TELECOM COLOMBIA SAS,52,NARIÑO,52490,OLAYA HERRERA,1,52490000,BOCAS DE SATINGA,0,1,1,0,0,1
2023,3,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70771,SUCRE,0,70771016,NARIÑO,0,0,0,0,0,1
2023,3,COLOMBIA MOVIL  S.A ESP,23,CÓRDOBA,23079,BUENAVISTA,0,23079017,COYONGO,0,0,0,0,0,1
2023,3,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,85162,MONTERREY,0,85162008,LA ESTRELLA,1,1,1,0,0,0
2021,1,COLOMBIA MOVIL  S.A ESP,76,VALLE DEL CAUCA,76497,OBANDO,1,76497001,OBANDO,1,1,1,0,0,0
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,0,13468015,LOMA DE SIMÓN,1,0,0,0,0,0
2021,4,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25377,LA CALERA,0,25377014,MÁRQUEZ,1,1,1,0,0,1
2022,1,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,25181,CHOACHÍ,0,25181003,POTRERO GRANDE,0,0,0,0,0,1
2022,4,PARTNERS TELECOM COLOMBIA SAS,44,LA GUAJIRA,44420,LA JAGUA DEL PILAR,1,44420000,LA JAGUA DEL PILAR,0,1,1,0,0,1
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76100,BOLÍVAR,0,76100010,RICAURTE,0,1,1,0,0,0
2022,1,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05652,SAN FRANCISCO,0,05652001,AQUITANIA,1,0,0,0,0,0
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23001,MONTERÍA,0,23001036,BOCA DE LA CEIBA,1,0,0,0,0,0
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,08,ATLÁNTICO,08573,PUERTO COLOMBIA,0,08573002,SALGAR,1,1,1,0,0,0
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,54,NORTE DE SANTANDER,54239,DURANIA,1,54239000,DURANIA,0,0,0,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,0,76111012,QUEBRADASECA,0,0,0,0,0,0
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,05318,GUARNE,1,05318000,GUARNE,1,1,1,0,0,1
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25290,FUSAGASUGÁ,0,25290015,RIO BLANCO -LOS PUENTES,1,1,1,0,0,1
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,41,HUILA,41001,NEIVA,0,41001001,CAGUÁN,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68684,SAN JOSÉ DE MIRANDA,0,68684009,VILLA JARDÍN,1,1,1,0,0,1
2023,2,PARTNERS TELECOM COLOMBIA SAS,25,CUNDINAMARCA,25290,FUSAGASUGÁ,0,25290016,CHINAUTA,0,1,1,0,0,1
2021,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,25,CUNDINAMARCA,25286,FUNZA,1,25286000,FUNZA,1,1,0,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05631,SABANETA,1,05631000,SABANETA,1,1,1,0,0,1
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76834,TULUÁ,0,76834016,NARIÑO,0,1,1,0,0,1
2021,4,AVANTEL S.A.S,54,NORTE DE SANTANDER,54313,GRAMALOTE,1,54313000,GRAMALOTE,1,1,1,0,0,0
2022,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,15,BOYACÁ,15638,SÁCHICA,1,15638000,SÁCHICA,1,1,1,0,0,0
2022,2,COLOMBIA MOVIL  S.A ESP,50,META,50313,GRANADA,1,50313000,GRANADA,1,1,1,0,0,1
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15806,TIBASOSA,1,15806001,TIBASOSA,1,1,0,0,0,0
2021,3,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05360,ITAGUI,1,05360000,ITAGÜÍ,1,1,1,0,0,1
2022,1,PARTNERS TELECOM COLOMBIA SAS,25,CUNDINAMARCA,25398,LA PEÑA,1,25398000,LA PEÑA,0,1,1,0,0,0
2022,2,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27580,RÍO IRÓ,1,27580000,SANTA RITA,1,1,1,0,0,1
2023,2,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,85010,AGUAZUL,0,85010015,PLAN BRISAS,1,1,1,0,0,1
2021,2,PARTNERS TELECOM COLOMBIA SAS,66,RISARALDA,66170,DOSQUEBRADAS,1,66170000,DOSQUEBRADAS,0,1,1,0,0,0
2023,3,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,17433,MANZANARES,1,17433000,MANZANARES,1,1,1,0,0,1
2021,3,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13006,ACHÍ,1,13006000,ACHÍ,1,1,1,0,0,1
2022,3,COLOMBIA MOVIL  S.A ESP,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,0,13030001,EL RUBIO,0,0,0,0,0,1
2022,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23001,MONTERÍA,0,23001054,AGUA VIVAS,1,1,1,0,0,0
2022,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23678,SAN CARLOS,0,23678002,CARRIZAL,1,1,1,0,0,0
2022,4,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68655,SABANA DE TORRES,0,68655001,LA GÓMEZ,1,1,1,0,0,1
2023,3,PARTNERS TELECOM COLOMBIA SAS,25,CUNDINAMARCA,25653,SAN CAYETANO,1,25653000,PUEBLO NUEVO,0,1,1,0,0,0
2022,1,PARTNERS TELECOM COLOMBIA SAS,68,SANTANDER,68547,PIEDECUESTA,1,68547000,PIEDECUESTA,0,1,1,0,0,1
2022,3,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47245,EL BANCO,0,47245008,EL TRÉBOL,1,1,1,0,0,0
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25154,CARMEN DE CARUPA,1,25154000,CARMEN DE CARUPA,0,1,0,0,0,1
2021,3,AVANTEL S.A.S,73,TOLIMA,73030,AMBALEMA,1,73030000,AMBALEMA,1,1,1,0,0,0
2021,3,COMUNICACION CELULAR S A COMCEL S A,63,QUINDÍO,63001,ARMENIA,1,63001000,ARMENIA,1,1,1,0,0,1
2022,3,COLOMBIA MOVIL  S.A ESP,44,LA GUAJIRA,44420,LA JAGUA DEL PILAR,1,44420000,LA JAGUA DEL PILAR,1,1,1,0,0,1
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25438,MEDINA,1,25438000,MEDINA,1,1,1,0,0,0
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76001,CALI,0,76001054,PARCELACION CANTACLARO 2,0,1,1,0,0,0
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25535,PASCA,1,25535000,PASCA,1,1,1,0,0,1
2022,1,PARTNERS TELECOM COLOMBIA SAS,70,SUCRE,70429,MAJAGUAL,0,70429014,SINCELEJITO,0,0,0,0,0,1
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15837,TUTA,1,15837000,TUTA,1,1,0,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76001,CALI,0,76001009,LA PAZ,1,1,1,0,0,0
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25126,CAJICÁ,0,25126021,VERDE VIVO,1,1,0,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76563,PRADERA,1,76563000,PRADERA,1,1,1,0,0,1
2021,1,COLOMBIA MOVIL  S.A ESP,13,BOLÍVAR,13212,CÓRDOBA,1,13212001,CÓRDOBA,1,1,1,1,0,0
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,52250,EL CHARCO,1,52250000,EL CHARCO,1,1,1,0,0,0
2022,2,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66170,DOSQUEBRADAS,0,66170008,AGUAZUL,1,0,0,0,0,0
2022,2,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66001,PEREIRA,0,66001046,CARACOL LA CURVA,1,1,1,0,0,1
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47,MAGDALENA,47245,EL BANCO,0,47245007,EL CERRITO,1,0,0,0,0,0
2021,1,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66001,PEREIRA,0,66001016,MUNDO NUEVO,1,1,1,1,0,0
2022,4,PARTNERS TELECOM COLOMBIA SAS,54,NORTE DE SANTANDER,54398,LA PLAYA,1,54398000,LA PLAYA,0,1,1,0,0,0
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,25,CUNDINAMARCA,25488,NILO,1,25488000,NILO,0,1,1,0,0,0
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,20,CESAR,20013,AGUSTÍN CODAZZI,0,20013002,CASACAZA,0,0,0,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70204,COLOSO,0,70204009,CORAZA,1,1,1,0,0,0
2022,2,COMUNICACION CELULAR S A COMCEL S A,50,META,50226,CUMARAL,1,50226000,CUMARAL,1,1,1,0,0,1
2022,1,AVANTEL S.A.S,18,CAQUETA,18205,CURILLO,1,18205000,CURILLO,1,1,1,0,0,1
2022,3,AVANTEL S.A.S,68,SANTANDER,68322,GUAPOTÁ,1,68322000,GUAPOTÁ,1,1,1,0,0,0
2021,4,PARTNERS TELECOM COLOMBIA SAS,15,BOYACÁ,15837,TUTA,1,15837000,TUTA,0,1,1,0,0,0
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,70,SUCRE,70001,SINCELEJO,0,0,LAS PALMAS,1,1,0,0,0,0
2022,3,COLOMBIA MOVIL  S.A ESP,76,VALLE DEL CAUCA,76233,DAGUA,1,76233000,DAGUA,1,1,1,0,0,1
2022,1,COLOMBIA MOVIL  S.A ESP,97,VAUPÉS,97666,TARAIRA,1,97666000,TARAIRA,1,1,1,0,0,0
2023,1,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,85440,VILLANUEVA,0,85440001,CARIBAYONA,1,1,1,0,0,1
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,20,CESAR,20011,AGUACHICA,1,20011000,AGUACHICA,1,1,1,0,0,1
2022,2,PARTNERS TELECOM COLOMBIA SAS,17,CALDAS,17877,VITERBO,1,17877000,VITERBO,0,1,1,0,0,1
2021,3,COLOMBIA MOVIL  S.A ESP,27,CHOCÓ,27430,MEDIO BAUDÓ,1,27430000,PUERTO MELUK,1,1,1,0,0,1
2023,2,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13062,ARROYOHONDO,0,13062004,SATO,1,1,0,0,0,0
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25126,CAJICÁ,0,25126015,CHUNTAME ENTRADA A VICENTE LEÓN,1,1,1,0,0,1
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,63,QUINDÍO,63130,CALARCA,0,63130001,BARCELONA,1,1,0,0,0,0
2021,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76520,PALMIRA,0,76520048,TRES TUSAS,0,0,0,0,0,0
2021,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76248,EL CERRITO,0,76248011,TENERIFE,0,0,0,0,0,0
2022,2,AVANTEL S.A.S,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,1,86573000,PUERTO LEGUÍZAMO,1,1,1,0,0,0
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,52352,ILES,1,52352000,ILES,1,1,1,0,0,1
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15660,SAN EDUARDO,1,15660000,SAN EDUARDO,0,0,0,0,0,1
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76364,JAMUNDÍ,0,76364026,GATO DE MONTE,1,1,1,0,0,1
2022,4,PARTNERS TELECOM COLOMBIA SAS,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,1,76111000,GUADALAJARA DE BUGA,0,1,1,0,0,1
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,70,SUCRE,70221,COVEÑAS,0,70221004,PUNTA SECA,1,1,0,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13006,ACHÍ,0,13006003,BUENAVISTA,1,1,1,0,0,0
2022,1,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05079,BARBOSA,0,05079018,EL PARAISO,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27001,QUIBDÓ,0,27001020,SAN RAFAEL DE NEGUA,0,0,0,0,0,0
2022,2,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,25286,FUNZA,1,25286000,FUNZA,1,1,1,0,0,1
2021,4,AVANTEL S.A.S,15,BOYACÁ,15106,BRICEÑO,1,15106000,BRICEÑO,1,1,1,0,0,0
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76890,YOTOCO,0,76890009,SAN ANTONIO DE PIEDRAS,0,1,1,0,0,0
2021,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23815,TUCHÍN,0,23815023,LOVERAN,1,1,1,0,0,0
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25489,NIMAIMA,1,25489000,NIMAIMA,0,1,0,0,0,1
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,08,ATLÁNTICO,08421,LURUACO,0,08421004,SAN JUAN DE TOCAGUA,1,0,0,0,0,0
2022,2,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,25335,GUAYABETAL,1,25335000,GUAYABETAL,1,1,1,0,0,1
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,08,ATLÁNTICO,08001,BARRANQUILLA,1,08001000,BARRANQUILLA,1,1,1,0,0,1
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,44,LA GUAJIRA,44001,RIOHACHA,0,44001025,PELECHUA,1,0,0,0,0,0
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,54,NORTE DE SANTANDER,54001,SAN JOSÉ DE CÚCUTA,0,54001045,PUERTO LLERAS,1,0,0,0,0,0
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76233,DAGUA,0,76233011,EL QUEREMAL,1,1,1,0,0,0
2021,4,COLOMBIA MOVIL  S.A ESP,85,CASANARE,85015,CHAMEZA,1,85015000,CHÁMEZA,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,86,PUTUMAYO,86571,PUERTO GUZMÁN,0,86571006,SAN ROQUE,1,0,0,0,0,0
2021,3,AVANTEL S.A.S,15,BOYACÁ,15600,RÁQUIRA,1,15600000,RÁQUIRA,1,1,1,0,0,0
2021,4,AVANTEL S.A.S,05,ANTIOQUIA,05792,TARSO,1,05792000,TARSO,1,1,1,0,0,0
2022,3,PARTNERS TELECOM COLOMBIA SAS,86,PUTUMAYO,86568,PUERTO ASÍS,0,0,SIN CENTRO POBLADO,0,0,0,0,0,1
2022,3,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66001,PEREIRA,0,66001007,EL ROCÍO,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70670,SAMPUÉS,0,70670012,SEGOVIA,0,0,0,0,0,0
2022,4,COMUNICACION CELULAR S A COMCEL S A,50,META,50006,ACACÍAS,0,50006009,SANTA ROSA,1,1,1,0,0,1
2023,3,PARTNERS TELECOM COLOMBIA SAS,54,NORTE DE SANTANDER,54125,CÁCOTA,1,54125000,CÁCOTA,0,1,1,0,0,0
2021,4,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54128,CACHIRÁ,1,54128000,CÁCHIRA,1,1,1,0,0,1
2023,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25245,EL COLEGIO,0,25245002,LA VICTORIA,1,1,1,0,0,1
2022,4,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,0,13244020,LÁZARO,1,1,0,0,0,0
2023,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54001,SAN JOSÉ DE CÚCUTA,0,54001042,LA FLORESTA,1,1,1,0,0,1
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,52001,PASTO,0,52001059,JAMONDINO,1,1,1,0,0,1
2022,3,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23678,SAN CARLOS,0,23678003,GUACHARACAL,1,1,1,0,0,0
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76248,EL CERRITO,0,76248005,EL PLACER,1,1,1,0,0,1
2022,4,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05282,FREDONIA,0,05282005,MARSELLA,1,1,1,0,0,1
2021,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,76,VALLE DEL CAUCA,76130,CANDELARIA,0,76130008,VILLA GORGONA,0,0,0,0,0,0
2021,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,25,CUNDINAMARCA,25572,PUERTO SALGAR,1,25572001,PUERTO SALGAR,0,0,0,1,0,0
2021,2,COLOMBIA MOVIL  S.A ESP,66,RISARALDA,66318,GUÁTICA,1,66318000,GUÁTICA,1,1,1,0,0,1
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,47,MAGDALENA,47460,NUEVA GRANADA,0,47460004,LOS ANDES,0,1,1,0,0,0
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,05129,CALDAS,0,05129002,LA RAYA,0,0,0,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70713,SAN ONOFRE,1,70713000,SAN ONOFRE,1,1,1,0,0,1
2023,3,PARTNERS TELECOM COLOMBIA SAS,23,CÓRDOBA,23001,MONTERÍA,0,23001028,EL BARSAL,0,0,0,0,0,1
2023,1,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73352,ICONONZO,0,73352001,BALCONCITOS,1,1,1,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05660,SAN LUIS,0,05660012,LA TEBAIDA,1,1,1,0,0,1
2022,2,PARTNERS TELECOM COLOMBIA SAS,15,BOYACÁ,15109,BUENAVISTA,1,15109000,BUENAVISTA,0,1,1,0,0,0
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,13440,MARGARITA,0,13440010,SAN JOSÉ DE LOS TRAPICHES,1,0,0,0,0,0
2023,3,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,85001,YOPAL,0,85001001,EL MORRO,1,1,1,0,0,1
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,13140,CALAMAR,1,13140001,CALAMAR,1,1,1,1,0,0
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68377,LA BELLEZA,1,68377000,LA BELLEZA,1,1,1,0,0,1
2021,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76020,ALCALÁ,1,76020000,ALCALÁ,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25885,YACOPÍ,1,25885000,YACOPÍ,1,1,1,0,0,1
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,52260,EL TAMBO,1,52260000,EL TAMBO,1,1,1,0,0,1
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,73520,PALOCABILDO,1,73520000,PALOCABILDO,1,1,0,0,0,1
2021,4,COLOMBIA MOVIL  S.A ESP,19,CAUCA,19513,PADILLA,1,19513000,PADILLA,1,1,1,0,0,1
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,73352,ICONONZO,1,73352000,ICONONZO,1,1,1,0,0,1
2023,1,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05490,NECOCLÍ,0,05490004,ZAPATA,1,1,1,0,0,1
2021,3,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73555,PLANADAS,0,73555001,BILBAO,1,0,0,0,0,0
2022,2,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73585,PURIFICACIÓN,0,73585001,CHENCHE ASOLEADO,1,0,0,0,0,0
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,44,LA GUAJIRA,44078,BARRANCAS,1,44078000,BARRANCAS,1,1,1,0,0,1
2022,3,COMUNICACION CELULAR S A COMCEL S A,81,ARAUCA,81736,SARAVENA,0,81736009,BARRANCONES,1,1,1,0,0,0
2021,3,COMUNICACION CELULAR S A COMCEL S A,50,META,50683,SAN JUAN DE ARAMA,0,50683001,EL VERGEL,1,0,0,0,0,0
2021,2,COLOMBIA MOVIL  S.A ESP,23,CÓRDOBA,23660,SAHAGÚN,0,23660004,COLOMBOY,1,1,1,0,0,0
2022,4,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25053,ARBELÁEZ,1,25053000,ARBELÁEZ,1,1,1,0,0,1
2022,1,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,17541,PENSILVANIA,0,17541011,SAN DANIEL,1,1,1,0,0,0
2022,2,COMUNICACION CELULAR S A COMCEL S A,63,QUINDÍO,63001,ARMENIA,0,63001011,CONDOMINIO PALO DE AGUA,1,1,1,0,0,1
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,73411,LÍBANO,1,73411000,LÍBANO,1,1,1,0,0,1
2022,3,COMUNICACION CELULAR S A COMCEL S A,86,PUTUMAYO,86571,PUERTO GUZMÁN,0,86571002,SANTA LUCÍA,1,0,0,0,0,0
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76520,PALMIRA,0,76520007,BOLO SAN ISIDRO,0,1,0,0,0,0
2023,2,PARTNERS TELECOM COLOMBIA SAS,27,CHOCÓ,27450,MEDIO SAN JUAN,1,27450000,ANDAGOYA,0,1,1,0,0,0
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68276,FLORIDABLANCA,0,68276014,VALLE DE RUITOQUE,1,1,0,0,0,0
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,20,CESAR,20250,EL PASO,0,20250002,LA LOMA,1,1,1,0,0,1
2021,4,AVANTEL S.A.S,18,CAQUETA,18150,CARTAGENA DEL CHAIRÁ,1,18150000,CARTAGENA DEL CHAIRÁ,1,1,1,0,0,1
2023,1,PARTNERS TELECOM COLOMBIA SAS,68,SANTANDER,68081,BARRANCABERMEJA,1,68081000,BARRANCABERMEJA,0,1,1,0,0,1
2023,3,COLOMBIA MOVIL  S.A ESP,17,CALDAS,17541,PENSILVANIA,1,17541000,PENSILVANIA,1,1,1,0,0,0
2022,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23670,SAN ANDRÉS DE SOTAVENTO,0,23670021,EL CONTENTO,1,0,0,0,0,0
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,41,HUILA,41885,YAGUARÁ,1,41885000,YAGUARÁ,1,1,1,0,0,0
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68307,GIRÓN,0,68307003,MARTA,1,1,1,0,0,0
2022,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25260,EL ROSAL,0,25260005,SAN ANTONIO,1,1,1,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66170,DOSQUEBRADAS,0,66170011,EL ESTANQUILLO,1,0,0,0,0,0
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76520,PALMIRA,0,76520029,TIENDA NUEVA,0,1,1,0,0,0
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,0,44650012,LOS PONDORES,1,0,0,0,0,0
2022,2,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73624,ROVIRA,1,73624000,ROVIRA,1,1,1,0,0,1
2023,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19517,PAEZ,0,19517033,GUADUALEJO,1,0,0,0,0,0
2021,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,76,VALLE DEL CAUCA,76248,EL CERRITO,1,76248001,EL CERRITO,0,0,1,1,0,0
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,0,25899001,LA GRANJA,1,1,0,0,0,1
2022,1,AVANTEL S.A.S,15,BOYACÁ,15861,VENTAQUEMADA,1,15861000,VENTAQUEMADA,1,1,1,0,0,1
